,model_name,global_epoch,models_percentage,MIN_NUM_WORKERS,local_epoch,batch_size,learning_rate,best_epoch,best_f1,best_acc,best_prec,best_recall,best_loss,best_f1_test,best_acc_test,best_recall_test,best_precision_test,best_round_test,total_duration,dataframe_path,model_path
0,RexNet,5.0,0.5,4.0,1.0,16.0,1e-07,0.0,0.5719419094419095,0.5815217391304348,0.6686507936507937,0.5242914979757085,0.7352682144745535,0.3614457831325301,0.5092592592592593,0.5769230769230769,0.2631578947368421,0.0,1097.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291621_federated_metrics.csv,
1,RexNet,5.0,0.5,4.0,1.0,32.0,1e-07,4.0,0.4186154552575426,0.4945652173913043,0.4563492063492063,0.391299476312264,0.8222385457028514,0.4285714285714285,0.4074074074074074,0.4363636363636363,0.4210526315789473,0.0,1239.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291632_federated_metrics.csv,
2,ResNet50,5.0,0.5,4.0,1.0,16.0,1e-07,3.0,0.0263157894736842,0.5978260869565217,0.0138888888888888,0.25,0.6586848847244097,0.0338983050847457,0.4722222222222222,0.5,0.0175438596491228,0.0,2649.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291637_federated_metrics.csv,
3,ResNext50,5.0,0.5,4.0,1.0,16.0,1e-07,4.0,0.5873225141517824,0.6521739130434783,0.6190476190476191,0.5718599033816425,0.6532630311406177,0.6482758620689655,0.5277777777777778,0.5340909090909091,0.8245614035087719,4.0,2643.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291638_federated_metrics.csv,
4,RexNet,5.0,0.5,4.0,1.0,16.0,1e-09,0.0,0.5357539930710663,0.5543478260869565,0.625,0.4711615377376247,0.7330818895412529,0.5666666666666667,0.5185185185185185,0.5396825396825397,0.5964912280701754,0.0,1092.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291643_federated_metrics.csv,
5,RexNet,5.0,0.5,4.0,1.0,32.0,1e-09,1.0,0.4571196309739867,0.467391304347826,0.5654761904761905,0.389547502047502,0.867647775489351,0.5918367346938775,0.6296296296296297,0.7073170731707317,0.5087719298245614,0.0,1266.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291654_federated_metrics.csv,
6,RexNet,5.0,1.0,4.0,1.0,16.0,1e-07,0.0,0.4370288248337028,0.4836956521739129,0.490079365079365,0.3960930373973852,0.8217788254437239,0.6818181818181818,0.6111111111111112,0.6,0.7894736842105263,0.0,1574.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291709_federated_metrics.csv,
7,RexNet,5.0,1.0,4.0,1.0,32.0,1e-07,3.0,0.4652664120749227,0.4891304347826087,0.5496031746031746,0.4073503922641854,0.8337955183309058,0.6751592356687898,0.5277777777777778,0.53,0.9298245614035088,0.0,1721.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291724_federated_metrics.csv,
8,ResNext50,5.0,0.5,4.0,1.0,32.0,1e-07,4.0,0.593848405772355,0.5543478260869565,0.7996031746031746,0.4739444073083779,0.6908972030100615,0.6274509803921569,0.4722222222222222,0.5,0.8421052631578947,0.0,4778.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291730_federated_metrics.csv,
9,RexNet,5.0,1.0,4.0,1.0,16.0,1e-09,2.0,0.4575581395348838,0.5108695652173914,0.5099206349206349,0.4168181818181818,0.8041998588520547,0.6835443037974683,0.5370370370370371,0.5346534653465347,0.9473684210526316,0.0,1055.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291736_federated_metrics.csv,
10,RexNet,5.0,1.0,4.0,1.0,32.0,1e-09,0.0,0.4152793533749291,0.4945652173913043,0.4424603174603174,0.3939490816089281,0.7920821743166966,0.6871165644171779,0.5277777777777778,0.5283018867924528,0.9824561403508772,0.0,1159.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291749_federated_metrics.csv,
11,,,,,,,,,,,,,,,,,,,,,
12,RexNet,5.0,0.5,4.0,2.0,16.0,1e-07,0.0,0.4418343147313953,0.4184782608695652,0.5873015873015873,0.3572199065302514,0.979931497703428,0.46,0.5,0.5348837209302325,0.4035087719298245,0.0,1602.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291804_federated_metrics.csv,
13,RexNet,5.0,0.5,4.0,2.0,32.0,1e-07,1.0,0.484823074212609,0.5108695652173912,0.5674603174603174,0.4281469979296066,0.7740000363277353,0.5797101449275363,0.4629629629629629,0.4938271604938271,0.7017543859649122,0.0,1577.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291818_federated_metrics.csv,
14,ResNext50,5.0,0.5,4.0,1.0,16.0,1e-07,4.0,0.3750933915605597,0.4673913043478261,0.3869047619047618,0.3668831168831168,0.7082781830559606,0.4042553191489361,0.4814814814814814,0.5135135135135135,0.3333333333333333,3.0,2473.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291830_federated_metrics.csv,
15,RexNet,5.0,0.5,4.0,2.0,16.0,1e-09,0.0,0.5726316167492639,0.6032608695652173,0.636904761904762,0.531047077922078,0.6668774783611298,0.4102564102564102,0.3611111111111111,0.4,0.4210526315789473,0.0,1340.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291831_federated_metrics.csv,
16,ResNet50,5.0,0.5,4.0,1.0,16.0,1e-07,4.0,0.6152886686589529,0.5869565217391305,0.8154761904761904,0.4956466781272121,0.6820315809353539,0.5299145299145299,0.4907407407407407,0.5166666666666667,0.543859649122807,1.0,2452.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291831_federated_metrics.csv,
17,RexNet,5.0,0.5,4.0,2.0,32.0,1e-09,0.0,0.4523815809473524,0.4836956521739131,0.5615079365079365,0.3952724358974359,0.8719225571207379,0.0666666666666666,0.4814814814814814,0.6666666666666666,0.0350877192982456,0.0,936.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291841_federated_metrics.csv,
18,ResNext50,5.0,0.5,4.0,1.0,32.0,1e-07,0.0,0.5964336872984286,0.4619565217391304,0.9742063492063492,0.4305056025628666,0.748460744386134,0.5972222222222222,0.4629629629629629,0.4942528735632184,0.7543859649122807,0.0,1573.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291847_federated_metrics.csv,
19,RexNet,5.0,1.0,4.0,2.0,16.0,1e-07,4.0,0.5193791400237393,0.5597826086956521,0.5932539682539684,0.4739098559224787,0.7608122508163038,0.5,0.4629629629629629,0.4915254237288136,0.5087719298245614,0.0,1829.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291858_federated_metrics.csv,
20,ResNet50,5.0,0.5,4.0,1.0,32.0,1e-07,3.0,0.5809244327888695,0.6793478260869565,0.5535714285714286,0.617428527354998,0.6349979652010876,0.15625,0.5,0.7142857142857143,0.087719298245614,0.0,3771.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291907_federated_metrics.csv,
21,ResNext50,5.0,0.5,4.0,1.0,16.0,1e-09,4.0,0.1208333333333333,0.5271739130434783,0.0833333333333333,0.2202380952380952,0.7132184673910555,0.0606060606060606,0.4259259259259259,0.2222222222222222,0.0350877192982456,0.0,2495.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291911_federated_metrics.csv,
22,RexNet,5.0,1.0,4.0,2.0,32.0,1e-07,0.0,0.4449219188855184,0.4782608695652173,0.5158730158730158,0.3927609427609427,0.7828096993591473,0.6614173228346457,0.6018518518518519,0.6,0.7368421052631579,0.0,2014.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291917_federated_metrics.csv,
23,ResNet50,5.0,0.5,4.0,1.0,16.0,1e-09,0.0,0.5715005760368663,0.4130434782608695,0.9642857142857144,0.406923890063425,0.8148823296246321,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,0.0,2553.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291931_federated_metrics.csv,
24,RexNet,5.0,1.0,4.0,2.0,16.0,1e-09,2.0,0.4536197339246119,0.4836956521739129,0.5317460317460317,0.4015563241106719,0.8100443670283193,0.6446280991735537,0.6018518518518519,0.609375,0.6842105263157895,0.0,1860.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291934_federated_metrics.csv,
25,ResNext50,5.0,0.5,4.0,1.0,32.0,1e-09,2.0,0.4336384439359267,0.625,0.371031746031746,0.5680672268907563,0.647761627383854,0.2702702702702703,0.5,0.5882352941176471,0.175438596491228,0.0,2450.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291934_federated_metrics.csv,
26,RexNet,5.0,1.0,4.0,2.0,32.0,1e-09,0.0,0.5068652044690491,0.5217391304347826,0.6011904761904763,0.4396201624462493,0.7947050903154457,0.6,0.5925925925925926,0.6226415094339622,0.5789473684210527,0.0,2056.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291953_federated_metrics.csv,
27,ResNet50,5.0,0.5,4.0,1.0,32.0,1e-09,0.0,0.0693581780538302,0.5978260869565217,0.0396825396825396,0.2916666666666666,0.6483094918987026,0.0666666666666666,0.4814814814814814,0.6666666666666666,0.0350877192982456,0.0,2536.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07291954_federated_metrics.csv,
28,ResNext50,5.0,1.0,4.0,1.0,16.0,1e-07,4.0,0.5789264802902854,0.5760869565217391,0.7202380952380952,0.4862452107279694,0.6633564616027086,0.6106870229007634,0.5277777777777778,0.5405405405405406,0.7017543859649122,0.0,3485.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292007_federated_metrics.csv,
29,RexNet,10.0,0.5,4.0,1.0,16.0,1e-07,0.0,0.4379779164599799,0.4076086956521739,0.621031746031746,0.3484661172161172,0.8891445949025777,0.6906474820143885,0.6018518518518519,0.5853658536585366,0.8421052631578947,0.0,2581.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292008_federated_metrics.csv,
30,RexNet,10.0,0.5,4.0,1.0,32.0,1e-07,3.0,0.4734613212874082,0.5163043478260869,0.5119047619047619,0.4523462218895655,0.7776421839776246,0.3950617283950617,0.5462962962962963,0.6666666666666666,0.2807017543859649,0.0,1723.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292022_federated_metrics.csv,
31,RexNet,10.0,0.5,4.0,1.0,16.0,1e-09,0.0,0.5066393040921343,0.4619565217391304,0.7043650793650794,0.4039821019941157,0.8572357646797013,0.425,0.5740740740740741,0.7391304347826086,0.2982456140350877,0.0,3781.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292043_federated_metrics.csv,
32,RexNet,10.0,0.5,4.0,1.0,32.0,1e-09,0.0,0.489923526765632,0.5597826086956522,0.6091269841269841,0.4416844729344729,0.8240921737059302,0.4631578947368421,0.5277777777777778,0.5789473684210527,0.3859649122807017,0.0,3628.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292105_federated_metrics.csv,
33,RexNet,10.0,1.0,4.0,1.0,16.0,1e-07,1.0,0.4701839826839827,0.5108695652173914,0.5337301587301588,0.4221584574845444,0.7794744003078212,0.6610169491525424,0.6296296296296297,0.639344262295082,0.6842105263157895,0.0,1129.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292117_federated_metrics.csv,
34,RexNet,10.0,1.0,4.0,1.0,32.0,1e-07,3.0,0.6253677088112232,0.6358695652173914,0.751984126984127,0.5396520489755122,0.6959733619638112,0.0666666666666666,0.4814814814814814,0.6666666666666666,0.0350877192982456,0.0,1201.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292131_federated_metrics.csv,
35,RexNet,10.0,1.0,4.0,1.0,16.0,1e-09,4.0,0.4848894348894349,0.5597826086956521,0.503968253968254,0.4724780701754386,0.7300517597924109,0.4247787610619469,0.3981481481481481,0.4285714285714285,0.4210526315789473,0.0,3698.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292156_federated_metrics.csv,
36,RexNet,10.0,1.0,4.0,1.0,32.0,1e-09,1.0,0.4649119067917021,0.5054347826086957,0.5416666666666666,0.4119408369408369,0.7616729496613792,0.4230769230769231,0.4444444444444444,0.4680851063829787,0.3859649122807017,0.0,1218.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292209_federated_metrics.csv,
37,RexNet,10.0,0.5,4.0,2.0,16.0,1e-07,0.0,0.5282412111359479,0.5108695652173914,0.7023809523809523,0.4350539811066127,0.8619702315848807,0.5190839694656488,0.4166666666666667,0.4594594594594595,0.5964912280701754,0.0,3009.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292231_federated_metrics.csv,
38,RexNet,10.0,0.5,4.0,2.0,32.0,1e-07,5.0,0.4300441350851991,0.4782608695652174,0.4999999999999999,0.3866926655719759,0.7951394144607626,0.5846153846153846,0.5,0.5205479452054794,0.6666666666666666,0.0,6660.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292308_federated_metrics.csv,
39,ResNet50,5.0,0.5,4.0,1.0,16.0,1e-05,4.0,0.9564692839441764,0.9673913043478262,0.9186507936507936,1.0,0.0916783868983064,0.0,0.4722222222222222,0.0,0.0,0.0,4952.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292336_federated_metrics.csv,
40,ResNext50,5.0,0.5,4.0,1.0,16.0,1e-05,4.0,0.9781512605042016,0.9836956521739132,0.9583333333333334,1.0,0.0531507696369258,0.7014925373134329,0.6296296296296297,0.6103896103896104,0.8245614035087719,2.0,5251.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292339_federated_metrics.csv,
41,RexNet,10.0,0.5,4.0,2.0,16.0,1e-09,0.0,0.5381601098706362,0.5652173913043478,0.6488095238095237,0.4766475483580746,0.7933045172173044,0.2285714285714285,0.5,0.6153846153846154,0.1403508771929824,0.0,5717.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292340_federated_metrics.csv,
42,RexNet,10.0,0.5,4.0,2.0,32.0,1e-09,3.0,0.402906976744186,0.4728260869565217,0.4365079365079365,0.375,0.7841205823680629,0.6142857142857143,0.5,0.5180722891566265,0.7543859649122807,0.0,1285.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\2907\07292354_federated_metrics.csv,
43,ResNet50,5.0,0.5,4.0,1.0,32.0,1e-05,3.0,0.880698975820927,0.9239130434782608,0.8075396825396826,1.0,0.2255637038337148,0.0,0.4722222222222222,0.0,0.0,0.0,5056.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300024_federated_metrics.csv,
44,ResNext50,5.0,0.5,4.0,1.0,32.0,1e-05,4.0,0.9668754119973632,0.9728260869565216,0.9742063492063492,0.9605263157894736,0.1177198378288227,0.6766917293233082,0.6018518518518519,0.5921052631578947,0.7894736842105263,4.0,5425.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300030_federated_metrics.csv,
45,RexNet,10.0,1.0,4.0,2.0,16.0,1e-07,2.0,0.4910147991543341,0.5271739130434782,0.5813492063492063,0.4300735294117647,0.7696944533482842,0.4444444444444444,0.4444444444444444,0.4705882352941176,0.4210526315789473,0.0,7145.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300037_federated_metrics.csv,
46,ResNet50,5.0,0.5,4.0,1.0,16.0,1e-07,3.0,0.5674169248526821,0.4184782608695652,0.9365079365079366,0.4079343082391863,0.7987151767896569,0.6837606837606838,0.6574074074074074,0.6666666666666666,0.7017543859649122,2.0,5186.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300113_federated_metrics.csv,
47,RexNet,10.0,1.0,4.0,2.0,32.0,1e-07,1.0,0.4662496040544821,0.483695652173913,0.5634920634920635,0.4027582982702197,0.8345664273137632,0.4948453608247423,0.5462962962962963,0.6,0.4210526315789473,0.0,6428.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300120_federated_metrics.csv,
48,ResNext50,5.0,0.5,4.0,1.0,16.0,1e-07,4.0,0.0,0.5923913043478262,0.0,0.0,0.6453636742156484,0.0,0.4722222222222222,0.0,0.0,0.0,5807.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300124_federated_metrics.csv,
49,RexNet,10.0,1.0,4.0,2.0,16.0,1e-09,0.0,0.4545541391766426,0.5380434782608696,0.4821428571428571,0.4354411764705882,0.7574486635301425,0.3956043956043956,0.4907407407407407,0.5294117647058824,0.3157894736842105,0.0,2485.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300144_federated_metrics.csv,
50,ResNet50,5.0,0.5,4.0,1.0,32.0,1e-07,0.0,0.6496013385111128,0.6032608695652174,0.9047619047619048,0.5070031433883426,0.6607307422420253,0.6973684210526315,0.5740740740740741,0.5578947368421052,0.9298245614035088,0.0,3664.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300153_federated_metrics.csv,
51,ResNext50,5.0,0.5,4.0,1.0,32.0,1e-07,1.0,0.3785677137507801,0.4347826086956521,0.4246031746031746,0.3447346132128741,0.7378725279932437,0.3529411764705882,0.4907407407407407,0.5357142857142857,0.2631578947368421,0.0,3976.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300209_federated_metrics.csv,
52,RexNet,10.0,1.0,4.0,2.0,32.0,1e-09,4.0,0.4471274339695392,0.5271739130434783,0.4702380952380952,0.4267857142857143,0.756573730836744,0.6842105263157895,0.5555555555555556,0.5473684210526316,0.912280701754386,0.0,6313.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300226_federated_metrics.csv,
53,ResNet50,5.0,0.5,4.0,1.0,16.0,1e-09,2.0,0.4993734335839599,0.5978260869565217,0.4920634920634921,0.509077380952381,0.66903070198453,0.3488372093023256,0.4814814814814814,0.5172413793103449,0.2631578947368421,0.0,4967.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300239_federated_metrics.csv,
54,ResNext50,5.0,0.5,4.0,1.0,16.0,1e-09,4.0,0.4966891284815813,0.4836956521739131,0.626984126984127,0.4130608974358974,0.701674399168595,0.5950413223140496,0.5462962962962963,0.5625,0.631578947368421,0.0,5181.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300255_federated_metrics.csv,
55,ResNet50,5.0,0.5,4.0,1.0,32.0,1e-09,0.0,0.1693840579710145,0.592391304347826,0.1091269841269841,0.3999999999999999,0.66737868928391,0.0,0.4722222222222222,0.0,0.0,0.0,4359.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300319_federated_metrics.csv,
56,ResNext50,5.0,0.5,4.0,1.0,32.0,1e-09,0.0,0.4811995597945708,0.5815217391304348,0.511904761904762,0.4814452788590719,0.6700804745373519,0.4897959183673469,0.5370370370370371,0.5853658536585366,0.4210526315789473,0.0,4643.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300339_federated_metrics.csv,
57,ResNet50,5.0,1.0,4.0,1.0,16.0,1e-05,4.0,0.9781512605042016,0.9836956521739132,0.9583333333333334,1.0,0.0644186657711701,0.5806451612903226,0.5185185185185185,0.5373134328358209,0.631578947368421,0.0,5434.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300411_federated_metrics.csv,
58,ResNext50,5.0,1.0,4.0,1.0,16.0,1e-05,4.0,0.9928571428571428,0.9945652173913044,0.9861111111111112,1.0,0.0212577137154648,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,1.0,5918.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300433_federated_metrics.csv,
59,ResNet50,5.0,1.0,4.0,1.0,32.0,1e-05,4.0,0.949746594868546,0.9619565217391304,0.9186507936507936,0.9852941176470588,0.1152969774101739,0.0,0.4722222222222222,0.0,0.0,0.0,5517.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300503_federated_metrics.csv,
60,ResNext50,5.0,1.0,4.0,1.0,32.0,1e-05,4.0,0.978537360890302,0.9836956521739132,0.9722222222222222,0.986842105263158,0.0803744963005833,0.6933333333333334,0.5740740740740741,0.5591397849462365,0.912280701754386,3.0,5854.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300528_federated_metrics.csv,
61,ResNet50,5.0,1.0,4.0,1.0,16.0,1e-07,4.0,0.5785914179104478,0.4076086956521739,1.0,0.4076086956521739,0.948212461627048,0.6829268292682927,0.5185185185185185,0.5233644859813084,0.9824561403508772,0.0,5152.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300551_federated_metrics.csv,
62,ResNext50,5.0,1.0,4.0,1.0,16.0,1e-07,3.0,0.5901985607675906,0.4347826086956522,1.0,0.4190993788819875,0.7534979607747949,0.6577181208053692,0.5277777777777778,0.532608695652174,0.8596491228070176,0.0,5506.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300620_federated_metrics.csv,
63,ResNet50,5.0,1.0,4.0,1.0,32.0,1e-07,4.0,0.5370074111934576,0.5108695652173914,0.6944444444444443,0.4395564516129032,0.7221278438101644,0.1944444444444444,0.4629629629629629,0.4666666666666667,0.1228070175438596,1.0,5450.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300643_federated_metrics.csv,
64,ResNext50,5.0,1.0,4.0,1.0,32.0,1e-07,4.0,0.2201923076923077,0.6032608695652174,0.1468253968253968,0.5223214285714286,0.6543788449919742,0.064516129032258,0.4629629629629629,0.4,0.0350877192982456,0.0,5968.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300716_federated_metrics.csv,
65,ResNet50,5.0,1.0,4.0,1.0,16.0,1e-09,3.0,0.5673473171248476,0.4456521739130434,0.8928571428571428,0.4163549116694174,0.7484250548093214,0.7218045112781954,0.6574074074074074,0.631578947368421,0.8421052631578947,0.0,5553.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300735_federated_metrics.csv,
66,ResNext50,5.0,1.0,4.0,1.0,16.0,1e-09,0.0,0.5870218579234974,0.4510869565217391,0.9583333333333334,0.4238648947951273,0.7372579691202744,0.6829268292682927,0.5185185185185185,0.5233644859813084,0.9824561403508772,0.0,5636.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300809_federated_metrics.csv,
67,ResNet50,5.0,1.0,4.0,1.0,32.0,1e-09,0.0,0.1635140222096743,0.6032608695652173,0.0952380952380952,0.6041666666666666,0.6811609391285025,0.2028985507246377,0.4907407407407407,0.5833333333333334,0.1228070175438596,0.0,5525.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300827_federated_metrics.csv,
68,ResNext50,5.0,1.0,4.0,1.0,32.0,1e-09,4.0,0.3889209652451813,0.5489130434782609,0.3511904761904761,0.4523382867132867,0.671419029650481,0.5517241379310345,0.5185185185185185,0.5423728813559322,0.5614035087719298,0.0,5714.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300902_federated_metrics.csv,
69,ResNet50,5.0,0.5,4.0,2.0,16.0,1e-05,3.0,0.9285714285714286,0.9565217391304348,0.8888888888888888,1.0,0.1450238599006653,0.0,0.4722222222222222,0.0,0.0,0.0,5671.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07300920_federated_metrics.csv,
70,ResNext50,5.0,0.5,4.0,2.0,16.0,1e-05,3.0,0.8928571428571428,0.8532608695652174,1.0,0.85,0.3702591010445283,0.7037037037037037,0.5555555555555556,0.5428571428571428,1.0,1.0,6290.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301001_federated_metrics.csv,
71,ResNet50,5.0,0.5,4.0,2.0,32.0,1e-05,4.0,0.8970893970893972,0.940217391304348,0.8611111111111112,0.986842105263158,0.2003199766015471,0.0333333333333333,0.4629629629629629,0.3333333333333333,0.0175438596491228,0.0,5799.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301014_federated_metrics.csv,
72,ResNext50,5.0,0.5,4.0,2.0,32.0,1e-05,4.0,1.0,1.0,1.0,1.0,0.0142058975129064,0.6612903225806451,0.6111111111111112,0.6119402985074627,0.7192982456140351,2.0,6069.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301057_federated_metrics.csv,
73,ResNet50,5.0,0.5,4.0,2.0,16.0,1e-07,1.0,0.621551724137931,0.6141304347826086,0.7678571428571428,0.5361742424242424,0.6803761306016342,0.6618705035971223,0.5648148148148148,0.5609756097560976,0.8070175438596491,2.0,5029.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301100_federated_metrics.csv,
74,ResNext50,5.0,0.5,4.0,2.0,16.0,1e-07,4.0,0.5823197602679359,0.4402173913043478,0.9583333333333334,0.4191331923890063,0.7643089948788933,0.6962025316455697,0.5555555555555556,0.5445544554455446,0.9649122807017544,0.0,5913.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301153_federated_metrics.csv,
75,ResNet50,5.0,0.5,4.0,2.0,32.0,1e-07,4.0,0.5912878787878788,0.5489130434782609,0.8055555555555555,0.4704644299471886,0.6920839327832927,0.3058823529411765,0.4537037037037037,0.4642857142857143,0.2280701754385964,3.0,5575.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301153_federated_metrics.csv,
76,ResNet50,5.0,0.5,4.0,2.0,16.0,1e-09,1.0,0.5367788461538462,0.375,0.8928571428571428,0.3843520609824957,0.8405337677053784,0.6575342465753424,0.5370370370370371,0.5393258426966292,0.8421052631578947,0.0,5783.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301247_federated_metrics.csv,
77,ResNext50,5.0,0.5,4.0,2.0,32.0,1e-07,3.0,0.3660305958132045,0.6358695652173914,0.2619047619047618,0.6357864357864358,0.6571635279966437,0.0967741935483871,0.4814814814814814,0.6,0.0526315789473684,0.0,6329.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301252_federated_metrics.csv,
78,ResNet50,5.0,0.5,4.0,2.0,32.0,1e-09,0.0,0.0696428571428571,0.5760869565217391,0.0396825396825396,0.2916666666666666,0.6694134091553481,0.0952380952380952,0.4722222222222222,0.5,0.0526315789473684,0.0,5821.0,C:\Users\DaisLabTSB\Desktop\Federated-Learning-Thesis\csv\3007\07301341_federated_metrics.csv,
