model_name,global_epoch,models_percentage,MIN_NUM_WORKERS,local_epoch,batch_size,learning_rate,best_epoch,best_f1,best_acc,best_prec,best_recall,best_loss,best_f1_test,best_acc_test,best_recall_test,best_precision_test,best_round_test,total_duration,dataframe_path,model_path
ResNet18,5,1.0,10,1,32,0.001,4,0.8869366629242789,0.8631578947368419,0.9888888888888888,0.828219696969697,0.4831122636795044,0.6055045871559633,0.6018518518518519,0.6346153846153846,0.5789473684210527,0,4100,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220408_federated_metrics.csv,
ResNet18,5,1.0,10,1,16,0.0001,2,0.9774603174603174,0.9789473684210525,0.9584090909090908,1.0,0.0622904135036821,0.3013698630136986,0.5277777777777778,0.6875,0.1929824561403508,1,4361,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220451_federated_metrics.csv,
ResNet18,5,1.0,10,1,32,0.0001,0,0.8156209993324006,0.7999999999999998,0.9311868686868688,0.73620337995338,0.4814887702465056,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,1,2771,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220522_federated_metrics.csv,
ResNet18,5,1.0,10,1,16,1e-05,0,0.7562980182871823,0.7842105263157894,0.7279292929292929,0.8020165945165945,0.5069624475742641,0.6666666666666666,0.6203703703703703,0.6212121212121212,0.7192982456140351,1,4841,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220609_federated_metrics.csv,
ResNet18,5,1.0,10,1,32,1e-05,2,0.7097471803558759,0.6421052631578946,0.9372979797979796,0.5861569884364003,0.6834837079048156,0.2,0.4074074074074074,0.3478260869565217,0.1403508771929824,0,4155,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220648_federated_metrics.csv,
ResNet18,5,1.0,10,1,16,1e-06,4,0.470553613053613,0.6473684210526316,0.3547727272727273,0.7780952380952381,0.6548641029157136,0.6962962962962963,0.6203703703703703,0.6025641025641025,0.8245614035087719,2,4483,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220732_federated_metrics.csv,
ResNet18,5,1.0,10,1,32,1e-06,0,0.0222222222222222,0.5368421052631579,0.0124999999999999,0.8999999999999999,1.0334193885326386,0.0,0.4722222222222222,0.0,0.0,0,4152,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220811_federated_metrics.csv,
ResNet18,5,1.0,10,1,16,1e-07,0,0.3973792873792874,0.5894736842105264,0.310959595959596,0.5966666666666667,0.6653060279394452,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,3,4220,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220851_federated_metrics.csv,
ResNet18,5,1.0,10,1,32,1e-07,0,0.0153846153846153,0.4842105263157894,0.0124999999999999,0.3199999999999999,0.9260134994983672,0.0,0.4722222222222222,0.0,0.0,0,2744,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06220922_federated_metrics.csv,
ResNet18,5,1.0,10,1,16,1e-08,2,0.5164274322169059,0.4736842105263157,0.6125252525252525,0.4517732267732268,0.7414859263520491,0.5252525252525253,0.5648148148148148,0.6190476190476191,0.4561403508771929,2,4076,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221001_federated_metrics.csv,
ResNet18,5,1.0,10,1,32,1e-08,4,0.1839005439005439,0.5736842105263158,0.1115151515151515,0.8166666666666665,0.6670495510101319,0.0,0.4537037037037037,0.0,0.0,0,4065,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221039_federated_metrics.csv,
ResNet18,5,1.0,10,1,16,1e-09,4,0.1331623931623931,0.5684210526315789,0.079090909090909,0.9499999999999998,0.6777382569877725,0.0606060606060606,0.4259259259259259,0.2222222222222222,0.0350877192982456,4,4103,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221118_federated_metrics.csv,
ResNet18,5,1.0,10,1,32,1e-09,3,0.1226262626262626,0.5526315789473685,0.0725,0.8499999999999999,0.6824859201908111,0.1311475409836065,0.5092592592592593,1.0,0.0701754385964912,1,4182,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221157_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,0.01,3,0.3528757122507122,0.4565217391304347,0.5416666666666666,0.5184610075914424,15162.36514294277,0.0,0.4722222222222222,0.0,0.0,0,1290,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221209_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,0.01,3,0.4461509417199715,0.4456521739130434,0.7222222222222222,0.384575569358178,104.84310937186946,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,0,1235,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221221_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,0.001,4,0.8716306136275649,0.8967391304347826,0.876984126984127,0.8814484126984127,0.459330563959868,0.425,0.5740740740740741,0.7391304347826086,0.2982456140350877,0,1251,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221232_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,0.001,4,0.8629968203497614,0.8913043478260869,0.8472222222222222,0.901913875598086,0.7178489258107932,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,3,1246,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221244_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,0.0001,4,0.9870431893687708,0.9891304347826088,0.9861111111111112,0.9886363636363636,0.0193650052630934,0.125,0.4814814814814814,0.5714285714285714,0.0701754385964912,1,1249,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221255_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,0.0001,1,0.9772727272727272,0.9836956521739132,0.9583333333333334,1.0,0.0847249152455175,0.6260869565217392,0.6018518518518519,0.6206896551724138,0.631578947368421,0,1246,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221307_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,1e-05,4,0.9705882352941176,0.9782608695652172,0.9444444444444444,1.0,0.0671986013235848,0.4301075268817204,0.5092592592592593,0.5555555555555556,0.3508771929824561,0,1238,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221318_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,1e-05,4,0.962566844919786,0.9728260869565216,0.9305555555555556,1.0,0.078593473598037,0.6779661016949152,0.6481481481481481,0.6557377049180327,0.7017543859649122,3,1253,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221330_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,1e-06,4,0.7596366995073891,0.8369565217391304,0.6408730158730158,0.9366883116883116,0.4244440194705258,0.2153846153846154,0.5277777777777778,0.875,0.1228070175438596,3,1240,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221341_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,1e-06,3,0.6661664565784295,0.657608695652174,0.8511904761904762,0.5505173042537173,0.6372811535130376,0.7006369426751592,0.5648148148148148,0.55,0.9649122807017544,3,1249,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221353_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,1e-07,4,0.5866408485582215,0.4347826086956521,0.9861111111111112,0.4181512902085542,0.9523956574823546,0.6951219512195121,0.5370370370370371,0.5327102803738317,1.0,0,1287,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221405_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,1e-07,4,0.3975352604384862,0.6086956521739131,0.3194444444444444,0.530448717948718,0.6583154266295226,0.21875,0.5370370370370371,1.0,0.1228070175438596,0,1240,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221416_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,1e-08,3,0.5808235607675907,0.4130434782608695,1.0,0.4097826086956522,1.2370165223660676,0.6301369863013698,0.5,0.5168539325842697,0.8070175438596491,0,839,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221426_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,1e-08,1,0.0463157894736842,0.5869565217391305,0.0257936507936507,0.8125,0.8184712192286616,0.0,0.4722222222222222,0.0,0.0,0,1246,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221437_federated_metrics.csv,
ResNet18,5,0.5,4,2,16,1e-09,4,0.1779304029304029,0.608695652173913,0.1051587301587301,0.6083333333333334,0.7206151640933494,0.3902439024390244,0.5370370370370371,0.64,0.2807017543859649,0,1269,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221449_federated_metrics.csv,
ResNet18,5,0.5,4,2,32,1e-09,4,0.3956884513336126,0.5597826086956522,0.365079365079365,0.4509803921568627,0.6783588444409163,0.3125,0.3888888888888889,0.3846153846153846,0.2631578947368421,0,1251,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221501_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,0.01,1,0.4379664179104477,0.4619565217391304,0.75,0.5597826086956521,0.7424037521300109,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,1,1599,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221516_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,0.01,4,0.369203093426562,0.5706521739130435,0.4166666666666666,0.625484496124031,4.135065376758575,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,3,1597,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221531_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,0.001,4,0.8867860152190957,0.8913043478260869,0.9345238095238096,0.8687724014336917,0.3117569762727488,0.60431654676259,0.4907407407407407,0.5121951219512195,0.7368421052631579,0,1630,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221546_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,0.001,4,0.9739304812834224,0.9782608695652174,0.9722222222222222,0.9782608695652174,0.0688055262941381,0.5052631578947369,0.5648148148148148,0.631578947368421,0.4210526315789473,3,1609,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221601_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,0.0001,2,1.0,1.0,1.0,1.0,0.0042633010216377,0.3571428571428571,0.5,0.5555555555555556,0.2631578947368421,4,1591,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221616_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,0.0001,4,1.0,1.0,1.0,1.0,0.0019632276661982,0.58,0.6111111111111112,0.6744186046511628,0.5087719298245614,4,1628,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221631_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,1e-05,4,0.9928571428571428,0.9945652173913044,0.9861111111111112,1.0,0.0300173845759633,0.0,0.4722222222222222,0.0,0.0,0,1658,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221647_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,1e-05,4,0.979616724738676,0.9836956521739132,0.9603174603174603,1.0,0.0582743146983177,0.2465753424657534,0.4907407407407407,0.5625,0.1578947368421052,0,1584,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221702_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,1e-06,4,0.7099358974358974,0.6739130434782608,0.9742063492063492,0.5612903225806452,0.5398488245580507,0.7162162162162162,0.6111111111111112,0.5824175824175825,0.9298245614035088,3,1619,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221717_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,1e-06,4,0.2284897025171624,0.6467391304347827,0.1349206349206349,1.0,0.5649480735478194,0.0,0.4722222222222222,0.0,0.0,0,1600,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221732_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,1e-07,4,0.546753064393564,0.4347826086956521,0.8432539682539683,0.4057057708373497,0.7896762367175973,0.6748466257668712,0.5092592592592593,0.5188679245283019,0.9649122807017544,0,1626,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221748_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,1e-07,1,0.5994024768283528,0.5815217391304348,0.7599206349206349,0.4956345924087859,0.7182954770067465,0.6708860759493671,0.5185185185185185,0.5247524752475248,0.9298245614035088,0,1592,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221803_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,1e-08,3,0.1065367965367965,0.5706521739130435,0.0694444444444444,0.5029761904761905,0.7432963770368824,0.2647058823529412,0.5370370370370371,0.8181818181818182,0.1578947368421052,0,1657,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221818_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,1e-08,2,0.0727272727272727,0.6086956521739131,0.0396825396825396,1.0,0.7739426189142724,0.0,0.4722222222222222,0.0,0.0,0,1601,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221833_federated_metrics.csv,
ResNet18,5,1.0,4,2,16,1e-09,3,0.1206772293728815,0.5326086956521738,0.0813492063492063,0.2479166666666666,0.7482561482035596,0.3037974683544304,0.4907407407407407,0.5454545454545454,0.2105263157894736,0,1589,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221848_federated_metrics.csv,
ResNet18,5,1.0,4,2,32,1e-09,4,0.5229724804082376,0.3913043478260869,0.8293650793650794,0.3832354335403116,0.9430198520421982,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,0,1672,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221904_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,0.01,2,0.2390897293288839,0.5054347826086956,0.5,0.5326086956521738,2.1794596325894617,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,0,2467,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221927_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,0.01,1,0.2908138672599184,0.4510869565217391,0.625,0.5652173913043479,27219336364437.64,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,1,2480,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06221950_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,0.001,2,0.7180631868131869,0.8695652173913043,0.6316964285714286,0.9434523809523808,1008.9018740028904,0.4137931034482758,0.5277777777777778,0.6,0.3157894736842105,0,2481,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222013_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,0.001,4,0.8727199883449884,0.9293478260869564,0.8504464285714286,0.9352678571428572,0.3658752773480955,0.5510204081632653,0.5925925925925926,0.6585365853658537,0.4736842105263157,2,2481,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222036_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,0.0001,4,0.9016941391941392,0.9456521739130436,0.8683035714285714,0.96875,0.2637606112163911,0.3076923076923077,0.5,0.5714285714285714,0.2105263157894736,0,2504,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222059_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,0.0001,4,0.9612179487179487,0.9782608695652172,0.9464285714285716,0.984375,0.0555941180209629,0.4175824175824176,0.5092592592592593,0.5588235294117647,0.3333333333333333,0,2479,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222122_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,1e-05,4,0.898984348984349,0.9402173913043478,0.8630952380952381,0.9508928571428572,0.1732506519993362,0.706766917293233,0.6388888888888888,0.618421052631579,0.8245614035087719,4,2466,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222145_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,1e-05,4,0.8697371256194787,0.9184782608695652,0.8638392857142858,0.8809523809523809,0.2196623794734478,0.6727272727272727,0.6666666666666666,0.6981132075471698,0.6491228070175439,4,2521,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222208_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,1e-06,4,0.653479897353774,0.6467391304347826,0.8563988095238095,0.6324855942654435,0.6096507974940798,0.6538461538461539,0.5,0.5151515151515151,0.8947368421052632,4,2522,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222231_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,1e-06,4,0.5875067237039744,0.6521739130434782,0.8110119047619047,0.4651442307692308,0.6424223259091377,0.5849056603773585,0.5925925925925926,0.6326530612244898,0.543859649122807,0,2469,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222254_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,1e-07,4,0.0,0.6956521739130435,0.0,1.0,0.6203331090509892,0.0,0.4722222222222222,0.0,0.0,0,2490,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222317_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,1e-07,2,0.2201048951048951,0.6413043478260869,0.1800595238095238,0.2895833333333333,0.6328150704503059,0.0,0.4722222222222222,0.0,0.0,0,2475,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2206\06222340_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,1e-08,0,0.5560706654456654,0.7119565217391305,0.5959821428571428,0.5407467532467533,0.6043334868939026,0.584070796460177,0.5648148148148148,0.5892857142857143,0.5789473684210527,0,2469,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230003_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,1e-08,3,0.2854437229437229,0.5326086956521738,0.3563988095238095,0.2498837967587967,0.7203797772526741,0.09375,0.4629629629629629,0.4285714285714285,0.0526315789473684,0,2492,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230026_federated_metrics.csv,
ResNet18,5,0.5,8,2,16,1e-09,0,0.4138811258039956,0.4510869565217391,0.6778273809523809,0.30683170995671,0.8007511179084363,0.6928104575163399,0.5648148148148148,0.5520833333333334,0.9298245614035088,0,2507,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230050_federated_metrics.csv,
ResNet18,5,0.5,8,2,32,1e-09,4,0.0,0.6902173913043479,0.0,0.875,0.7249695807695389,0.0,0.4722222222222222,0.0,0.0,0,2466,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230113_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,0.01,0,0.1811827956989247,0.5597826086956521,0.375,0.7445652173913044,0.7385310441579508,0.0,0.4722222222222222,0.0,0.0,0,3294,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230144_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,0.01,1,0.064516129032258,0.657608695652174,0.125,0.9184782608695652,0.6659105271100998,0.6871165644171779,0.5277777777777778,0.5283018867924528,0.9824561403508772,1,3262,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230214_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,0.001,3,0.6057871866695396,0.7445652173913043,0.6636904761904763,0.7921052631578948,0.6294282200624761,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,2,3305,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230246_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,0.001,4,0.8904761904761905,0.9402173913043478,0.8504464285714286,0.96875,0.2640038542449474,0.7183098591549296,0.6296296296296297,0.6,0.8947368421052632,3,3227,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230316_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,0.0001,4,0.982051282051282,0.9891304347826086,0.9665178571428572,1.0,0.0452779723687537,0.5981308411214953,0.6018518518518519,0.64,0.5614035087719298,0,3261,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230347_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,0.0001,4,0.9520833333333334,0.967391304347826,1.0,0.91875,0.0992522193118929,0.6829268292682927,0.5185185185185185,0.5233644859813084,0.9824561403508772,4,3215,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230417_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,1e-05,3,0.8661754911754913,0.9293478260869564,0.7782738095238094,1.0,0.2006337769410532,0.6666666666666666,0.6111111111111112,0.6086956521739131,0.7368421052631579,1,3253,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230448_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,1e-05,4,0.8314504123327654,0.8967391304347826,0.7961309523809524,0.8936011904761905,0.4030527360737324,0.6829268292682927,0.5185185185185185,0.5233644859813084,0.9824561403508772,0,3250,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230519_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,1e-06,4,0.595679483914778,0.6902173913043477,0.7574404761904763,0.5058080808080808,0.593712212436873,0.4545454545454545,0.5555555555555556,0.6451612903225806,0.3508771929824561,1,3235,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230549_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,1e-06,3,0.1839285714285714,0.7282608695652173,0.1086309523809523,1.0,0.5297064259648323,0.1587301587301587,0.5092592592592593,0.8333333333333334,0.087719298245614,2,3267,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230620_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,1e-07,2,0.4427654625068418,0.3478260869565217,0.8549107142857144,0.3003586282998047,0.8906692535333012,0.4615384615384615,0.4166666666666667,0.45,0.4736842105263157,1,3273,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230651_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,1e-07,3,0.4784277504105091,0.3478260869565217,0.984375,0.3171348578957274,0.7739385589957237,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,0,3236,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230721_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,1e-08,3,0.1850378787878787,0.6793478260869563,0.1235119047619047,0.4375,0.6399737656440425,0.1470588235294117,0.4629629629629629,0.4545454545454545,0.087719298245614,2,3277,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230752_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,1e-08,0,0.4742589053458618,0.3967391304347826,0.8913690476190476,0.3243209823801929,0.8576949462294579,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,0,3261,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230823_federated_metrics.csv,
ResNet18,5,1.0,8,2,16,1e-09,3,0.4658138672599184,0.3043478260869565,1.0,0.3043478260869565,0.7640840223302012,0.5454545454545454,0.4907407407407407,0.515625,0.5789473684210527,0,3275,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230854_federated_metrics.csv,
ResNet18,5,1.0,8,2,32,1e-09,0,0.2266840798090798,0.5923913043478262,0.2083333333333333,0.2785714285714286,0.6773464530706406,0.6470588235294118,0.6666666666666666,0.7333333333333333,0.5789473684210527,1,3579,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230927_federated_metrics.csv,
ResNet18,5,0.5,10,2,16,0.01,0,0.3160554643313263,0.4999999999999999,0.4999999999999999,0.7315789473684211,24357612953.95785,0.6909090909090909,0.5277777777777778,0.5277777777777778,1.0,0,3087,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06230956_federated_metrics.csv,
ResNet18,5,0.5,10,2,32,0.01,2,0.3463973063973063,0.5157894736842106,0.4583333333333332,0.6909941520467836,4107755255853735.0,0.0,0.4722222222222222,0.0,0.0,0,2047,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231019_federated_metrics.csv,
ResNet18,5,0.5,10,2,16,0.001,3,0.7306746031746032,0.857894736842105,0.6778535353535353,1.0,23.672879312792343,0.0317460317460317,0.4351851851851852,0.1666666666666666,0.0175438596491228,4,3125,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231048_federated_metrics.csv,
ResNet18,5,0.5,10,2,32,0.001,4,0.7947559777534201,0.7578947368421052,0.9574999999999998,0.7042964929807035,0.6146463885903359,0.6474820143884892,0.5462962962962963,0.5487804878048781,0.7894736842105263,4,3101,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231120_federated_metrics.csv,
ResNet18,5,0.5,10,2,16,0.0001,4,0.9730065359477122,0.9736842105263156,0.9707070707070706,0.98,0.0826648905248332,0.4418604651162791,0.5555555555555556,0.6551724137931034,0.3333333333333333,3,3151,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231150_federated_metrics.csv,
ResNet18,5,0.5,10,2,32,0.0001,4,0.994736842105263,0.994736842105263,0.99,1.0,0.0296712162613403,0.4946236559139785,0.5648148148148148,0.6388888888888888,0.4035087719298245,3,3114,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231218_federated_metrics.csv,
ResNet18,5,0.5,10,2,16,1e-05,4,0.9118464052287582,0.9210526315789472,0.8828030303030302,0.9538888888888888,0.2131559229897041,0.5714285714285714,0.5277777777777778,0.5483870967741935,0.5964912280701754,0,3113,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231247_federated_metrics.csv,
ResNet18,5,0.5,10,2,32,1e-05,4,0.93718782249742,0.9421052631578944,0.9343181818181818,0.9438888888888888,0.2073702156543732,0.5094339622641509,0.5185185185185185,0.5510204081632653,0.4736842105263157,0,3107,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231316_federated_metrics.csv,
ResNet18,5,0.5,10,2,16,1e-06,4,0.5744824016563147,0.6473684210526316,0.7178030303030302,0.6864102564102563,0.6478437113134485,0.0338983050847457,0.4722222222222222,0.5,0.0175438596491228,0,3347,C:\Users\DaisLabTSB\Desktop\mattia\githubdesktop\FLProject\csv\2306\06231349_federated_metrics.csv,
