,train_loss,f1_score_test_yolo,accuracy_test_yolo,precision_test_yolo,recall_test_yolo,test_loss,test_f1,test_acc,test_prec,test_recall,time_duration
0,0.3826200112141894,0.3291139240506329,0.5092592592592593,0.22807017543859648,0.5909090909090909,0.26604833304578357,0.8327505827505828,0.9130434782608695,0.7269345238095238,1.0,270.0
1,0.1509522674864264,0.09523809523809523,0.4722222222222222,0.05263157894736842,0.5,0.2649579994258997,0.8357267732267732,0.9130434782608694,0.7447916666666667,0.9821428571428572,274.0
2,0.09559297666475536,0.09523809523809523,0.4722222222222222,0.05263157894736842,0.5,0.1383077839121182,0.9130869130869133,0.9510869565217391,0.8474702380952381,1.0,546.0
3,0.08146061132195209,0.0,0.4444444444444444,0.0,0.0,0.17614125477465,0.9337454212454213,0.9619565217391304,0.8973214285714286,0.984375,554.0
4,0.04635201353295267,0.22857142857142856,0.5,0.14035087719298245,0.6153846153846154,0.06674739809228492,0.9641025641025642,0.9782608695652173,0.9486607142857144,0.984375,823.0
